"imdbid","year","rating","title","originalTitle","isAdult","startYear","runtimeMinutes","genres","averageRating","metascore","country","budget","open_usa","gross_usa","gross_world","won_oscar","oscars_won","nominated_oscar","oscars_nominations"
"0496328",2007,"ok","Itty Bitty Titty Committee","Itty Bitty Titty Committee",FALSE,2007,87,"Comedy,Drama,Romance",5.5,NA,"USA",1e+06,11505,18445,33723,0,0,0,0
"0427470",2007,"ok","The Lookout","The Lookout",FALSE,2007,99,"Crime,Drama,Thriller",7,73,"USA",1.6e+07,2007000,4600585,5371181,0,0,0,0
"0795368",2007,"ok","Death at a Funeral","Death at a Funeral",FALSE,2007,90,"Comedy",7.4,67,"USA;Germany;UK;Netherlands",9e+06,1282973,8580428,46789413,0,0,0,0
"0758732",2007,"no_women","Beaufort","Beaufort",FALSE,2007,131,"Action,Drama,War",6.7,NA,"Israel",2500000,6808,102591,271340,0,0,1,1
"0465538",2007,"about_men","Michael Clayton","Michael Clayton",FALSE,2007,119,"Crime,Drama,Mystery",7.2,82,"USA",2.5e+07,719910,49033882,92991835,1,1,0,0
"0457419",2007,"no_women","Mr. Magorium's Wonder Emporium","Mr. Magorium's Wonder Emporium",FALSE,2007,93,"Comedy,Family,Fantasy",6.2,48,"USA;Canada",6.5e+07,9630085,32061555,69474661,0,0,0,0
"0396555",2007,"no_talk","Meet the Robinsons","Meet the Robinsons",FALSE,2007,95,"Adventure,Animation,Comedy",6.8,61,"USA",1.5e+08,25123781,97822171,169333034,0,0,0,0
"0389722",2007,"about_men","30 Days of Night","30 Days of Night",FALSE,2007,113,"Action,Horror,Thriller",6.6,53,"USA;NewZealand",3e+07,15951902,39569000,75513170,0,0,0,0
"0463854",2007,"ok","28 Weeks Later","28 Weeks Later",FALSE,2007,100,"Horror,Sci-Fi",7,78,"UK;Spain",1.5e+07,9807292,28638916,65048678,0,0,0,0
"0857191",2007,"ok","The Visitor","The Visitor",FALSE,2007,104,"Drama",7.6,79,"USA",4e+06,86488,9427089,18197518,0,0,1,1
"0758766",2007,"ok","Music and Lyrics","Music and Lyrics",FALSE,2007,104,"Comedy,Music,Romance",6.5,59,"USA",4e+07,13623630,50572589,145896422,0,0,0,0
"0848542",2007,"ok","Arranged","Arranged",FALSE,2007,90,"Comedy,Drama,Romance",7.3,NA,"USA",120000,5560,23571,199891,0,0,0,0
"0388182",2007,"no_talk","King of California","King of California",FALSE,2007,93,"Comedy,Drama",6.6,63,"USA",1e+07,35814,268461,1045786,0,0,0,0
"0780607",2007,"about_men","The Signal","The Signal",FALSE,2007,103,"Horror,Sci-Fi,Thriller",6.1,63,"USA",50000,144836,251150,1040386,0,0,0,0
"0452623",2007,"ok","Gone Baby Gone","Gone Baby Gone",FALSE,2007,114,"Crime,Drama,Mystery",7.6,72,"USA",1.9e+07,2299000,20292962,34612443,0,0,1,1
"0757361",2007,"ok","Margot at the Wedding","Margot at the Wedding",FALSE,2007,93,"Comedy,Drama",6,66,"USA",1e+07,81035,1959420,2900156,0,0,0,0
"0498353",2007,"ok","Hostel: Part II","Hostel: Part II",FALSE,2007,94,"Horror",5.5,46,"USA;CzechRepublic",10200000,8203391,17609452,35728183,0,0,0,0
"0472062",2007,"ok","Charlie Wilson's War","Charlie Wilson's War",FALSE,2007,102,"Biography,Comedy,Drama",7,67,"USA;Germany",7.5e+07,9656250,66661095,119483446,0,0,1,1
"0765120",2007,"ok","My Blueberry Nights","My Blueberry Nights",FALSE,2007,95,"Drama,Romance",6.6,52,"China;France;HongKong;USA",1e+07,74146,867275,22007671,0,0,0,0
"0805564",2007,"ok","Lars and the Real Girl","Lars and the Real Girl",FALSE,2007,106,"Comedy,Drama,Romance",7.3,70,"USA;Canada",1.2e+07,90418,5972884,11293663,0,0,1,1
"0472071",2007,"ok","Death Defying Acts","Death Defying Acts",FALSE,2007,97,"Drama,History,Romance",5.8,48,"UK;Australia",2e+07,3561,5665,8396245,0,0,0,0
"0442933",2007,"ok","Beowulf","Beowulf",FALSE,2007,115,"Action,Adventure,Animation",6.2,59,"USA;UK",1.5e+08,27515871,82280579,196393745,0,0,0,0
"0450188",2007,"ok","La Vie En Rose","La Môme",FALSE,2007,140,"Biography,Drama,Music",7.6,66,"France;UK;CzechRepublic",2.5e+07,179848,10301706,86274793,1,2,0,0
"0815244",2007,"ok","Sydney White","Sydney White",FALSE,2007,108,"Comedy,Drama,Romance",6.2,45,"USA",16500000,5196380,11892415,13620075,0,0,0,0
"0450385",2007,"ok","1408","1408",FALSE,2007,104,"Fantasy,Horror,Mystery",6.8,64,"USA",2.5e+07,20617667,71985628,132963417,0,0,0,0
"0414055",2007,"ok","Elizabeth: The Golden Age","Elizabeth: The Golden Age",FALSE,2007,114,"Biography,Drama,History",6.8,45,"UK;France;Germany;USA",5.5e+07,6153075,16383509,75782758,1,1,0,0
"0489237",2007,"ok","The Nanny Diaries","The Nanny Diaries",FALSE,2007,106,"Comedy,Drama,Romance",6.2,46,"USA",2e+07,7480927,25930652,47817020,0,0,0,0
"0884328",2007,"ok","The Mist","The Mist",FALSE,2007,126,"Horror,Sci-Fi",7.1,58,"USA",1.8e+07,8931973,25594957,57470220,0,0,0,0
"0398808",2007,"ok","Bridge to Terabithia","Bridge to Terabithia",FALSE,2007,96,"Drama,Family,Fantasy",7.1,74,"USA",1.7e+07,22564612,82272442,137587063,0,0,0,0
"0480669",2007,"no_women","Timecrimes","Los cronocrímenes",FALSE,2007,92,"Horror,Mystery,Sci-Fi",7.2,68,"Spain",2600000,4351,39127,553198,0,0,0,0
"0762110",2007,"ok","Irina Palm","Irina Palm",FALSE,2007,103,"Drama",7.2,55,"Belgium;Germany;Luxembourg;UK;France",4500000,3474,44383,10610835,0,0,0,0
"0480242",2007,"ok","Dan in Real Life","Dan in Real Life",FALSE,2007,98,"Comedy,Drama,Romance",6.7,65,"USA",2.5e+07,11809445,47642963,68474305,0,0,0,0
"0373883",2007,"ok","Halloween","Halloween",FALSE,2007,109,"Horror",6.1,47,"USA",1.5e+07,26362367,58272029,80460948,0,0,0,0
"0445934",2007,"ok","Blades of Glory","Blades of Glory",FALSE,2007,93,"Comedy,Sport",6.3,64,"USA",6.1e+07,33014202,118594548,145710347,0,0,0,0
"0453556",2007,"no_talk","TMNT","TMNT",FALSE,2007,87,"Action,Adventure,Animation",6.2,41,"HongKong;USA",3.4e+07,24255205,54149098,95802916,0,0,0,0
"0292963",2007,"about_men","Before the Devil Knows You're Dead","Before the Devil Knows You're Dead",FALSE,2007,117,"Crime,Drama,Thriller",7.3,84,"USA",1.8e+07,73837,7084227,25038466,0,0,0,0
"0445922",2007,"ok","Across the Universe","Across the Universe",FALSE,2007,133,"Drama,Fantasy,History",7.3,56,"USA;UK",4.5e+07,667784,24602291,29625761,0,0,1,1
"0481369",2007,"no_talk","The Number 23","The Number 23",FALSE,2007,98,"Crime,Mystery,Thriller",6.4,NA,"USA",3e+07,15107000,35193167,77677553,0,0,0,0
"0498399",2007,"no_women","We Own the Night","We Own the Night",FALSE,2007,117,"Crime,Drama,Thriller",6.8,59,"USA",2.1e+07,10826287,28563179,55033767,0,0,0,0
"0367959",2007,"no_talk","Hannibal Rising","Hannibal Rising",FALSE,2007,121,"Adventure,Crime,Drama",6.2,35,"UK;CzechRepublic;France;Italy;USA",5e+07,13051650,27670986,82169884,0,0,0,0
"0804516",2007,"ok","P2","P2",FALSE,2007,98,"Crime,Horror,Thriller",5.9,37,"USA",8e+06,2083398,3995018,7766240,0,0,0,0
"0463998",2007,"no_talk","Freedom Writers","Freedom Writers",FALSE,2007,123,"Biography,Crime,Drama",7.5,64,"Germany;USA",2.1e+07,9405582,36605602,43095175,0,0,0,0
"0815178",2007,"ok","The Life Before Her Eyes","The Life Before Her Eyes",FALSE,2007,90,"Drama,Fantasy,Mystery",6.3,38,"USA",1.3e+07,20220,303439,7248490,0,0,0,0
"0425430",2007,"ok","The Messengers","The Messengers",FALSE,2007,90,"Horror,Thriller",5.4,34,"USA",1.6e+07,14713321,35374833,55060212,0,0,0,0
"0486576",2007,"ok","Fantastic 4: Rise of the Silver Surfer","4: Rise of the Silver Surfer",FALSE,2007,92,"Action,Adventure,Family",5.6,45,"USA;Germany;UK",1.3e+08,58051684,131921738,301913131,0,0,0,0
"0465602",2007,"no_talk","Shoot 'Em Up","Shoot 'Em Up",FALSE,2007,86,"Action,Thriller",6.7,49,"USA",3.9e+07,5450000,12807139,27122238,0,0,0,0
"0441007",2007,"ok","Gracie","Gracie",FALSE,2007,95,"Biography,Drama,Sport",6.1,52,"USA",9e+06,1355904,2956339,3826568,0,0,0,0
"0413300",2007,"about_men","Spider-Man 3","Spider-Man 3",FALSE,2007,139,"Action,Adventure,Sci-Fi",6.2,59,"USA",2.58e+08,151116516,336530303,894983373,0,0,0,0
"0808357",2007,"ok","Lust, Caution","Se, jie",FALSE,2007,157,"Drama,History,Romance",7.5,61,"USA;China;Taiwan",1.5e+07,63918,4604982,67091915,0,0,0,0
"0440963",2007,"about_men","The Bourne Ultimatum","The Bourne Ultimatum",FALSE,2007,115,"Action,Mystery,Thriller",8,85,"USA;Germany;France;Spain",1.1e+08,69283690,227471070,444100035,1,3,0,0
"0455760",2007,"no_talk","Dead Silence","Dead Silence",FALSE,2007,89,"Horror,Mystery,Thriller",6.2,34,"USA",2e+07,7842725,16809076,22382047,0,0,0,0
"0477051",2007,"about_men","Norbit","Norbit",FALSE,2007,103,"Comedy,Romance",4,27,"USA",6e+07,34195434,95673607,159814490,0,0,1,1
"0890870",2007,"ok","Saw IV","Saw IV",FALSE,2007,93,"Crime,Fantasy,Horror",5.9,36,"USA;Canada",1e+07,31756764,63300095,139352633,0,0,0,0
"0784972",2007,"about_men","The Brothers Solomon","The Brothers Solomon",FALSE,2007,93,"Comedy",5.3,32,"USA",1e+07,508601,900926,1035056,0,0,0,0
"0479500",2007,"ok","Nancy Drew","Nancy Drew",FALSE,2007,99,"Comedy,Crime,Family",5.9,53,"USA",2e+07,6832318,25612520,30666930,0,0,0,0
"0425413",2007,"no_talk","Run, Fat Boy, Run","Run Fatboy Run",FALSE,2007,100,"Comedy,Romance,Sport",6.6,48,"UK;USA",1e+07,2340743,6003262,33463522,0,0,0,0
"0368794",2007,"no_talk","I'm Not There","I'm Not There",FALSE,2007,135,"Biography,Drama,Music",6.9,73,"Germany;Canada;USA;France",2e+07,730819,4017609,11792542,0,0,1,1
"0211933",2007,"ok","Awake","Awake",FALSE,2007,84,"Crime,Drama,Mystery",6.5,33,"USA",8600000,5856872,14377198,32730062,0,0,0,0
"0891527",2007,"no_women","Lions for Lambs","Lions for Lambs",FALSE,2007,92,"Crime,Drama,Mystery",6.2,47,"USA",3.5e+07,6702434,15002854,64811540,0,0,0,0
"0443706",2007,"no_talk","Zodiac","Zodiac",FALSE,2007,157,"Crime,Drama,Mystery",7.7,78,"USA",6.5e+07,13395610,33080084,84785914,0,0,0,0
"0807721",2007,"ok","Jellyfish","Meduzot",FALSE,2007,78,"Drama",7,67,"Israel;France",1800000,25352,341221,938881,0,0,0,0
"0765429",2007,"no_talk","American Gangster","American Gangster",FALSE,2007,157,"Biography,Crime,Drama",7.8,76,"USA;UK",1e+08,43565135,130164645,269755430,0,0,1,2
"0389790",2007,"no_talk","Bee Movie","Bee Movie",FALSE,2007,91,"Adventure,Animation,Comedy",6.1,54,"USA;Australia",1.5e+08,38021044,126631277,293514336,0,0,0,0
"0444682",2007,"ok","The Reaping","The Reaping",FALSE,2007,99,"Horror,Thriller",5.6,36,"USA",4e+07,10025203,25126214,62771059,0,0,0,0
"0760329",2007,"no_women","The Water Horse","The Water Horse",FALSE,2007,112,"Adventure,Family,Fantasy",6.4,71,"NewZealand;UK;Australia",4e+07,9186054,40946255,103967384,0,0,0,0
"0443680",2007,"no_talk","The Assassination of Jesse James by the Coward Robert Ford","The Assassination of Jesse James by the Coward Robert Ford",FALSE,2007,160,"Biography,Crime,Drama",7.5,68,"USA;Canada;UK",3e+07,147812,3909149,15001776,0,0,1,2
"0758730",2007,"ok","Aliens vs. Predator: Requiem","AVPR: Aliens vs Predator - Requiem",FALSE,2007,94,"Action,Horror,Sci-Fi",4.7,29,"USA;Mexico",4e+07,10059425,41797066,130290885,0,0,0,0
"0408839",2007,"about_men","The Heartbreak Kid","The Heartbreak Kid",FALSE,2007,116,"Comedy,Romance",5.8,46,"USA",6e+07,14022105,36787257,128453183,0,0,0,0
"0453451",2007,"no_women","Mr. Bean's Holiday","Mr. Bean's Holiday",FALSE,2007,90,"Comedy,Family",6.4,56,"UK;France;Germany",2.5e+07,9889780,33302167,232225908,0,0,0,0
"0259324",2007,"no_women","Ghost Rider","Ghost Rider",FALSE,2007,110,"Action,Fantasy,Thriller",5.2,35,"USA;Australia",1.1e+08,45388836,115802596,228738393,0,0,0,0
"0457433",2007,"ok","Perfect Stranger","Perfect Stranger",FALSE,2007,109,"Crime,Horror,Mystery",5.7,31,"USA",60795000,11206163,23984949,73534117,0,0,0,0
"0485851",2007,"ok","The Air I Breathe","The Air I Breathe",FALSE,2007,95,"Crime,Drama,Thriller",6.8,37,"USA;Mexico",1e+07,19487,25775,2602098,0,0,0,0
"0426931",2007,"ok","August Rush","August Rush",FALSE,2007,114,"Drama,Music",7.5,38,"USA",3e+07,9421369,31664162,66122026,0,0,1,1
"0465234",2007,"ok","National Treasure: Book of Secrets","National Treasure: Book of Secrets",FALSE,2007,124,"Action,Adventure,Family",6.5,48,"USA",1.3e+08,44783772,219964115,459242249,0,0,0,0
"0423294",2007,"no_talk","Surf's Up","Surf's Up",FALSE,2007,85,"Animation,Comedy,Family",6.7,64,"USA",1e+08,17640249,58867694,152005713,0,0,1,1
"0937375",2007,"ok","This Christmas","This Christmas",FALSE,2007,117,"Comedy,Drama,Romance",6.3,63,"USA",1.3e+07,17958183,49121934,49778552,0,0,0,0
"0910970",2008,"no_talk","WALL·E","WALL·E",FALSE,2008,98,"Adventure,Animation,Family",8.4,95,"USA",1.8e+08,63087526,223808164,521311860,1,1,0,0
"0200465",2008,"ok","The Bank Job","The Bank Job",FALSE,2008,111,"Crime,Thriller",7.2,69,"UK;USA;Australia",2e+07,5935256,30060660,64828421,0,0,0,0
"0489099",2008,"no_talk","Jumper","Jumper",FALSE,2008,88,"Action,Adventure,Sci-Fi",6.1,35,"USA;Canada;Mexico;Spain;Italy",8.5e+07,27354808,80172128,225132113,0,0,0,0
"0780536",2008,"no_talk","In Bruges","In Bruges",FALSE,2008,107,"Comedy,Crime,Drama",7.9,67,"UK;USA",1.5e+07,459575,7800824,34085749,0,0,1,1
"0478087",2008,"ok","21","21",FALSE,2008,123,"Crime,Drama,History",6.8,48,"USA",3.5e+07,24105943,81159365,159808370,0,0,0,0
"0468569",2008,"ok","The Dark Knight","The Dark Knight",FALSE,2008,152,"Action,Crime,Drama",9,84,"USA;UK",1.85e+08,158411483,535234033,1004934033,1,2,0,0
"0448157",2008,"no_women","Hancock","Hancock",FALSE,2008,92,"Action,Fantasy",6.4,49,"USA",1.5e+08,62603879,227946274,629443428,0,0,0,0
"0490181",2008,"no_talk","Mutant Chronicles","Mutant Chronicles",FALSE,2008,111,"Action,Adventure,Mystery",5.2,NA,"UK;USA",2.5e+07,4724,6820,2131057,0,0,0,0
"0410377",2008,"ok","Nim's Island","Nim's Island",FALSE,2008,96,"Adventure,Family,Fantasy",6,55,"USA",3.7e+07,13210579,48006762,100104565,0,0,0,0
"0425061",2008,"no_talk","Get Smart","Get Smart",FALSE,2008,110,"Action,Adventure,Comedy",6.5,54,"USA",8e+07,38683480,130319208,230685453,0,0,0,0
"0493464",2008,"no_talk","Wanted","Wanted",FALSE,2008,110,"Action,Crime,Fantasy",6.7,64,"USA;Germany",7.5e+07,50927085,134508551,342463063,0,0,1,2
"0871426",2008,"ok","Baby Mama","Baby Mama",FALSE,2008,99,"Comedy,Romance",6,55,"USA",3e+07,17407110,60494212,64444713,0,0,0,0
"0799934",2008,"no_talk","Be Kind Rewind","Be Kind Rewind",FALSE,2008,102,"Comedy",6.4,52,"UK;France;USA",2e+07,4100000,11175164,30579406,0,0,0,0
"0443274",2008,"ok","Vantage Point","Vantage Point",FALSE,2008,90,"Action,Crime,Drama",6.6,40,"USA;Mexico",4e+07,22874936,72266306,152039882,0,0,0,0
"0371746",2008,"about_men","Iron Man","Iron Man",FALSE,2008,126,"Action,Adventure,Sci-Fi",7.9,79,"USA",1.4e+08,98618668,318604126,585366247,0,0,1,2
"1033643",2008,"ok","What Happens in Vegas","What Happens in Vegas",FALSE,2008,99,"Comedy,Romance",6.1,36,"USA",3.5e+07,20172474,80277646,219375562,0,0,0,0
"0887883",2008,"no_talk","Burn After Reading","Burn After Reading",FALSE,2008,96,"Comedy,Crime,Drama",7,63,"USA;UK;France",3.7e+07,19128001,60355347,163728902,0,0,0,0
"0811080",2008,"ok","Speed Racer","Speed Racer",FALSE,2008,135,"Action,Adventure,Comedy",6,37,"USA;Australia;Germany",1.2e+08,18561337,43945766,93945766,0,0,0,0
"0765476",2008,"no_talk","Meet Dave","Meet Dave",FALSE,2008,90,"Adventure,Comedy,Family",5,43,"USA",6e+07,5251918,11803254,51339567,0,0,0,0
"0373051",2008,"no_talk","Journey to the Center of the Earth","Journey to the Center of the Earth",FALSE,2008,93,"Action,Adventure,Family",5.8,57,"USA",6e+07,21018141,101704370,244232688,0,0,0,0
"0800080",2008,"no_talk","The Incredible Hulk","The Incredible Hulk",FALSE,2008,112,"Action,Adventure,Sci-Fi",6.7,61,"USA",1.5e+08,55414050,134806913,264770996,0,0,0,0
"0800308",2008,"no_talk","Appaloosa","Appaloosa",FALSE,2008,115,"Action,Crime,Drama",6.7,64,"USA",2e+07,248847,20211394,27712362,0,0,0,0
"0981227",2008,"ok","Nick and Norah's Infinite Playlist","Nick and Norah's Infinite Playlist",FALSE,2008,90,"Comedy,Drama,Music",6.6,64,"USA",1e+07,11311751,31487293,33556631,0,0,0,0
"0988595",2008,"ok","27 Dresses","27 Dresses",FALSE,2008,111,"Comedy,Romance",6.1,47,"USA",3e+07,23007725,76808654,162655351,0,0,0,0
"0411477",2008,"no_talk","Hellboy II: The Golden Army","Hellboy II: The Golden Army",FALSE,2008,120,"Action,Adventure,Fantasy",7,78,"USA;Germany;Hungary",8.5e+07,34539115,75986503,168319243,0,0,1,1
"0430922",2008,"no_talk","Role Models","Role Models",FALSE,2008,99,"Comedy",6.8,61,"Germany;USA",2.8e+07,19167085,67294270,92649419,0,0,0,0
"0397892",2008,"ok","Bolt","Bolt",FALSE,2008,96,"Adventure,Animation,Comedy",6.8,67,"USA",1.5e+08,26223128,114053579,309979994,0,0,1,1
"0452608",2008,"no_talk","Death Race","Death Race",FALSE,2008,105,"Action,Sci-Fi,Thriller",6.4,43,"USA;Germany;UK",4.5e+07,12621090,36316032,76014335,0,0,0,0
"1129442",2008,"no_women","Transporter 3","Transporter 3",FALSE,2008,104,"Action,Thriller",6.1,51,"France;USA;Ukraine",3e+07,12063452,31715062,108979549,0,0,0,0
"1013753",2008,"no_talk","Milk","Milk",FALSE,2008,128,"Biography,Drama",7.5,84,"USA",2e+07,1453844,31841299,54589558,1,2,0,0
"0497465",2008,"ok","Vicky Cristina Barcelona","Vicky Cristina Barcelona",FALSE,2008,96,"Comedy,Drama,Romance",7.1,70,"Spain;USA",15500000,3755575,23216709,96409300,1,1,0,0
"1010048",2008,"no_talk","Slumdog Millionaire","Slumdog Millionaire",FALSE,2008,120,"Drama,Romance",8,84,"UK;France;USA",1.5e+07,360018,141319928,378021385,1,8,0,0
"0978759",2008,"ok","Frozen River","Frozen River",FALSE,2008,97,"Crime,Drama",7.1,82,"USA",1e+06,70234,2511476,5457664,0,0,1,2
"0918927",2008,"ok","Doubt","Doubt",FALSE,2008,104,"Drama,Mystery",7.5,68,"USA",2e+07,507226,33446470,51699984,0,0,1,5
"0838283",2008,"no_talk","Step Brothers","Step Brothers",FALSE,2008,98,"Comedy",6.9,51,"USA",6.5e+07,30940732,100468793,128107642,0,0,0,0
"0942385",2008,"no_women","Tropic Thunder","Tropic Thunder",FALSE,2008,107,"Action,Comedy,War",7,71,"USA;UK;Germany",9.2e+07,25812796,110515313,195702811,0,0,1,1
"0981072",2008,"ok","The Lucky Ones","The Lucky Ones",FALSE,2008,115,"Comedy,Drama,War",6.9,53,"USA",1.5e+07,183088,266967,287567,0,0,0,0
"0976051",2008,"no_talk","The Reader","The Reader",FALSE,2008,124,"Drama,Romance",7.6,58,"Germany;USA",3.2e+07,168051,34194407,108902486,1,1,0,0
"0959337",2008,"ok","Revolutionary Road","Revolutionary Road",FALSE,2008,119,"Drama,Romance",7.3,69,"USA;UK",3.5e+07,189911,22911480,75981180,0,0,1,3
"1125849",2008,"no_talk","The Wrestler","The Wrestler",FALSE,2008,109,"Drama,Sport",7.9,80,"USA;France",6e+06,202714,26238243,44734660,0,0,1,2
"0824747",2008,"ok","Changeling","Changeling",FALSE,2008,141,"Biography,Crime,Drama",7.7,63,"USA",5.5e+07,489015,35739802,113398237,0,0,1,3
"0970416",2008,"ok","The Day the Earth Stood Still","The Day the Earth Stood Still",FALSE,2008,104,"Drama,Sci-Fi,Thriller",5.5,40,"USA;Canada",8e+07,30480153,79366978,233093859,0,0,0,0
"1068680",2008,"no_talk","Yes Man","Yes Man",FALSE,2008,104,"Comedy,Romance",6.8,46,"USA;UK",7e+07,18262471,97690976,223241637,0,0,0,0
"0494238",2008,"ok","Inkheart","Inkheart",FALSE,2008,106,"Adventure,Family,Fantasy",6.1,NA,"Germany;UK;USA",6e+07,7601379,17303424,62803180,0,0,0,0
"0467197",2008,"ok","Max Payne","Max Payne",FALSE,2008,100,"Action,Crime,Drama",5.4,31,"USA;Canada",3.5e+07,17639849,40689393,87066930,0,0,0,0
"0960731",2008,"ok","Bedtime Stories","Bedtime Stories",FALSE,2008,99,"Comedy,Family,Fantasy",6,33,"USA",8e+07,27450296,110101975,212874864,0,0,0,0
"0795421",2008,"ok","Mamma Mia!","Mamma Mia!",FALSE,2008,108,"Comedy,Musical,Romance",6.4,51,"USA;UK;Germany",5.2e+07,27751240,144169664,609896805,0,0,0,0
"0862846",2008,"ok","Sunshine Cleaning","Sunshine Cleaning",FALSE,2008,91,"Comedy,Drama",6.8,61,"USA",8e+06,219190,12062558,16580250,0,0,0,0
"0430770",2008,"ok","The Women","The Women",FALSE,2008,114,"Comedy,Drama",5,27,"USA",1.6e+07,10115210,26902075,50007546,0,0,0,0
"0861689",2008,"ok","Blindness","Blindness",FALSE,2008,121,"Drama,Mystery,Sci-Fi",6.6,45,"Brazil;Canada;Japan;UK;Italy",2.5e+07,1950260,3351751,19844979,0,0,0,0
"0910936",2008,"about_men","Pineapple Express","Pineapple Express",FALSE,2008,111,"Action,Comedy,Crime",6.9,64,"USA",2.7e+07,23245025,87341380,101624843,0,0,0,0
"0936501",2008,"ok","Taken","Taken",FALSE,2008,90,"Action,Thriller",7.8,51,"France;USA",2.5e+07,24717037,145000989,226837760,0,0,0,0
"0406759",2008,"ok","The Eye","The Eye",FALSE,2008,98,"Drama,Horror,Mystery",5.4,36,"USA;Canada",1.2e+07,12425776,31418697,58010320,0,0,0,0
"1059786",2008,"no_talk","Eagle Eye","Eagle Eye",FALSE,2008,118,"Action,Mystery,Thriller",6.6,43,"USA;Germany",8e+07,29150721,101440743,178767383,0,0,0,0
"0962726",2008,"ok","High School Musical 3","High School Musical 3: Senior Year",FALSE,2008,112,"Comedy,Drama,Family",4.8,57,"USA",1.1e+07,42030184,90559416,252909177,0,0,0,0
"0830515",2008,"no_talk","Quantum of Solace","Quantum of Solace",FALSE,2008,106,"Action,Adventure,Thriller",6.6,58,"UK;USA",2e+08,67528882,168368427,589580482,0,0,0,0
"0876563",2008,"ok","Ponyo","Gake no ue no Ponyo",FALSE,2008,101,"Adventure,Animation,Comedy",7.7,86,"Japan",3.4e+07,3585852,15743471,203204882,0,0,0,0
"1054588",2008,"no_talk","Flash of Genius","Flash of Genius",FALSE,2008,119,"Biography,Drama",7,57,"Canada;USA",2e+07,2251075,4442377,4802953,0,0,0,0
"0887912",2008,"no_talk","The Hurt Locker","The Hurt Locker",FALSE,2008,131,"Drama,Thriller,War",7.6,95,"USA",1.5e+07,145352,17017811,49230772,1,6,0,0
"1099212",2008,"ok","Twilight","Twilight",FALSE,2008,122,"Drama,Fantasy,Romance",5.2,56,"USA",3.7e+07,69637740,193962473,408424673,0,0,0,0
"1205489",2008,"about_men","Gran Torino","Gran Torino",FALSE,2008,116,"Drama",8.1,72,"Germany;USA",3.3e+07,271720,148095302,269958228,0,0,0,0
"0892255",2008,"no_talk","Che: Part One","Che: Part One",FALSE,2008,134,"Biography,Drama,History",7.2,NA,"France;Spain;Mexico",3.5e+07,61070,748555,34209065,0,0,0,0
"0421715",2008,"ok","The Curious Case of Benjamin Button","The Curious Case of Benjamin Button",FALSE,2008,166,"Drama,Fantasy,Romance",7.8,70,"USA",1.5e+08,26853816,127509326,335802786,1,3,0,0
"0995039",2008,"no_talk","Ghost Town","Ghost Town",FALSE,2008,102,"Comedy,Drama,Fantasy",6.7,72,"USA",2e+07,5012315,13367624,27090159,0,0,0,0
"0818165",2008,"ok","The Alphabet Killer","The Alphabet Killer",FALSE,2008,98,"Crime,Mystery,Thriller",5.2,NA,"USA",2e+06,11000,29784,106596,0,0,0,0
"1082868",2008,"ok","Quarantine","Quarantine",FALSE,2008,89,"Action,Horror,Sci-Fi",5.9,53,"USA;Spain",1.2e+07,14211321,31691811,41319906,0,0,0,0
"0963194",2008,"ok","Repo! The Genetic Opera","Repo! The Genetic Opera",FALSE,2008,98,"Horror,Musical,Sci-Fi",6.6,32,"USA",8500000,53684,146750,188126,0,0,0,0
"1139797",2008,"no_talk","Let the Right One In","Låt den rätte komma in",FALSE,2008,114,"Drama,Horror,Romance",7.9,82,"Sweden",4e+06,49295,2122065,11227336,0,0,0,0
"0441773",2008,"ok","Kung Fu Panda","Kung Fu Panda",FALSE,2008,92,"Action,Adventure,Animation",7.5,74,"USA",1.3e+08,60239130,215434591,631746197,0,0,1,1
"1000774",2008,"ok","Sex and the City","Sex and the City",FALSE,2008,145,"Comedy,Drama,Romance",5.6,53,"USA",6.5e+07,57038404,152647258,418765321,0,0,0,0
"0489049",2008,"no_women","Fanboys","Fanboys",FALSE,2009,90,"Adventure,Comedy,Drama",6.6,45,"USA",3900000,171533,688529,961203,0,0,0,0
"1060277",2008,"ok","Cloverfield","Cloverfield",FALSE,2008,85,"Action,Adventure,Horror",7,64,"USA",2.5e+07,40058229,80048433,172394180,0,0,0,0
"1018785",2008,"ok","The Sisterhood of the Traveling Pants 2","The Sisterhood of the Traveling Pants 2",FALSE,2008,119,"Comedy,Drama,Romance",6.2,63,"USA",2.7e+07,10678430,44089964,44352417,0,0,0,0
"0369436",2008,"ok","Four Christmases","Four Christmases",FALSE,2008,88,"Comedy,Drama,Romance",5.7,41,"Germany;USA",8e+07,31069826,120146040,164112721,0,0,0,0
"0416212",2008,"ok","The Secret Life of Bees","The Secret Life of Bees",FALSE,2008,114,"Drama",7.3,57,"USA",1.1e+07,10527799,37770162,39952437,0,0,0,0
"1226681",2008,"no_women","Pontypool","Pontypool",FALSE,2008,93,"Fantasy,Horror,Thriller",6.6,54,"Canada",1500000,1541,3865,32118,0,0,0,0
"0870111",2008,"no_talk","Frost/Nixon","Frost/Nixon",FALSE,2008,122,"Biography,Drama,History",7.7,80,"UK;France;USA",2.5e+07,180708,18622031,27426335,0,0,1,5
"0970411",2008,"ok","City of Ember","City of Ember",FALSE,2008,90,"Adventure,Family,Fantasy",6.5,58,"USA",5.5e+07,3129473,7873007,17929684,0,0,0,0
